آئروژینوزا 33,33,33,33,33,33,33,33,33,33
لحاظ 20,28,43,49,5
لخته 1
لرزش 13
لرزه 18
لزوم 53
لزوماً 28,28,37
لشکری 15
لطفاً 16,16,26,27,3,32,39,41,46,46,47,48,54
لعابی 30
لغزنده 17
لقمه 24
لمسی 20
لندن 25,57,57,57,57
لنست 28
لنفوسیتی 7
لنفی 7
لنگی 21
لوئی 25
لوئیجی 55,55
لوازم 18,18,18,18,23,23,23,30,30,53,53,53,54,57,57
لوبیا 24
لوبیائی 20
لوجان 13,13
لودویگ 55
لورت 23
لوریل 23,23
لوزالمعده 28,28,7
لوزه 9
لوستر 17
لوسین 28
لوله 1,24,26,26,33,44,44,44,44,44,49
لولهٔ 34
لومن 7,7,7,7
لوور 15
لوونهوک 53
لوکس 24
لوکوپلاکیا 10
لوید 55
لکرک 15
لکهای 16
لیتر 1,18,28
لیدز 28,28
لیزر 28,28
لیزری 41
لیزول 30
لیسانس 52,52
لیست 28,28,57
لیستی 15
لیلا 30
لینشوپینگ 8
لیوان 31,31
لیویت 50
لیپویدیکا 10
لیکن 21
لیکور 10
لیگاز 33
لیگاندهای 28
لیگنین 58
مؤثر 10,10,12,13,14,16,17,20,23,23,28,28,28,28,28,28,30,31,33,4,4,44,44,46,53,53,53,53,57,57,57,9,9
مؤثرند 53
مؤثری 44,57
مؤسسه 25,25,25,27,52,57
مؤسسهٔ 28
مؤنث 57
مؤنثی 28
ماتریا 15
ماتیاس 55
مادر 11,28,28,31,31,31,31,42,44,53,7
مادران 16,31
مادرزاد 44
مادرزادی 12,28,28,42,42,42,44,44,44,44,44,44,44,44,44,59,7
مادرید 25
ماده 15,16,23,25,28,28,28,30,30,30,30,30,30,30,39,6,8,9,9
مادهٔ 14,16,23,43
مادون 36
مادوکس 55
مادّه 39
مادی 12
مارتیغال 28
مارس 11,18,28,3,30,35,38,38,42,53,56,57,6,6
مارسل 55,55,55
مارک 18,5
مارکر 28
مارکرهای 28
مارکرهایی 28
مارکس 8
ماریا 53,55
مازاد 16
مازندرانی 24
ماساژ 28,28,28
ماست 16,16,9
ماستیک 28
ماسه 58
ماسک 60
ماشین 54
ماقبل 15,15,15,15,34,53,53,53,53
مالاریا 20,28,53
مالتوز 33
مالشرب 25
مالوری 7,7
مالپیگی 20
مالچ 60
مالی 25,3,49,50,53,53
مالیخولیایی 13
مالیدن 41
مامایی 25,52,52
مانتره 15
ماند 18,21,60,7
ماندن 28,9
مانده 1,16,36,57
ماندگی 44
مانع 28,28,30,33,47,57
مانند 10,10,10,11,12,12,12,12,14,14,16,16,16,16,16,17,17,17,17,18,2,21,23,23,26,27,28,28,28,28,28,29,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,31,33,39,39,45,48,49,49,51,52,53,56,57,57,57,57,57,57,57,58,58,58,58,59,60,7,8,8,9,9
مانندِ 49
مانورهای 35
مانیتول 33
ماهانه 31
ماهانهٔ 18
ماهر 27
ماهه 52,52,52
ماههٔ 44
ماهگی 28
ماهی 28,28,52,9
ماهیت 53,53
ماهیتشان 30
ماهیجه 8
ماهیچه 10,28,28,28,8,8,8,8,8,8,8,8,8,8
ماژور 53,53
ماکروزوم 28
ماکروسکولار 28,28
ماکروسکوپی 28
ماکس 15
ماکولا 28
مایسین 33
مایع 30,30,30,30,57,57,57,7
مایعات 22,28,30,47,7,7
مایلند 18
مباحث 23,35
مباحثی 16
مبادرت 25,27,27
مبارزه 11,11,20,38,38,38,50
مبارزین 38,38
مبارکی 25
مبال 17
مبتلا 13,13,19,24,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,33,33,35,35,38,39,42,42,42,42,43,59,9,9,9
مبتلاست 28
مبتلایان 28,28,28,35,35
مبتنی 2,36,36,52,53,57,57,57
مبحث 28,31
مبحثی 53
مبدأ 39
مبنا 13,53,53
مبنای 35,52,53,53,53,53,53
مبنی 11
مبین 11
متأسفانه 31,31,60
متأهل 49,49
متابولیت 28
متابولیسم 28,28,53
متابولیک 28,28,28,28
متان 58
متحد 53
متحده 11,11,18,18,40,40,40,47,47,49,49,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,52,53,53,54,57,57,57,58,8,8
متحرک 10,33,56
متحمل 31
متحول 53
متخصص 25,27,35,35,39,39,39,39,39,39,39,42,42,53,53,53,53,53,53,53
متخصصان 13,28,53,53
متخصصین 35,35,35,52,53,53,53,53,53,53,53,53
متخصصینی 35
متخلخل 32,32
متداول 10,11,11,57
متداولِ 13
مترآن 46
مترادف 11
متراکمِ 18
متروک 15
متری 17,56,60
متشکل 11,15,20,20
متصاعد 18
متصل 1,10,11,12,13,14,15,16,17,18,18,18,18,19,2,20,20,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
متعادل 58
متعادلی 7
متعاقب 42
متعدد 28,28,56
متعددی 11,11,25,25,28,28,28,28,53
متعلق 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,53,54,55,56,57,58,59,6,60,7,8,9
متغیر 26,53,53,6
متغییری 37
متفاوت 1,1,1,12,12,12,14,16,18,18,18,18,18,18,18,18,20,20,20,20,20,20,23,24,30,31,39,43,43,43,44,53,53,56,6,8,8,9,9,9
متفاوتی 18,30,31,53,9
متفورمین 28,28
متقارن 28
متقاعد 57
متمایز 27,28,28,28
متمرکز 35,53,53
متناسب 20,28,28,30,31,49
متناوب 26
متنوع 24
متنوعی 35,56
متوالی 25,30
متوجه 28,28,53
متوسط 17,28,28,28,28,30,50,58,7
متوسطه 11,11,14
متوسطی 49
متوقف 11,28,28,30,57,7
متولد 25
متون 28
متیل 23,33,33
متیلاسیون 28,28,28
متیوس 50
مثال 1,13,15,15,16,18,18,20,22,24,24,24,28,28,28,28,28,32,37,52,53,53,53,54,6,7,7,8
مثانه 15,6,6,6,6,6
مثبت 31,33,44,50
مثلا 16,16
مثلاً 28,28,28,28,30,31,49,49
مجادله 28
مجاری 12,15,15,15,18,27,27,27,33,53,53,53,53,53,6,7,7
مجاز 24,28,28,28,35,53
مجازات 6
مجازی 11,16,20,53,55
مجامع 31
مجاور 46,46,46,46,46
مجاورت 21,6
مجبور 13,16,18,49,49,49
مجتمع 56,56
مجدد 18,28,42,42,58
مجددی 28
مجرا 34,34
مجرای 12,17,18,18,30,59,59,6
مجرب 28
مجرمانه 57
مجزا 19,20,20,20,53,53
مجزای 57
مجلاتی 53
مجلس 25,25,43,43,43,43,43,49,49,50,50,50,52
مجله 28,52
مجمعه 41
مجموع 14,28,28,28,28
مجموعه 2,20,35,35,53,56,8
مجموعهٔ 11,21
مجهز 18,53,56
مجوز 28,52
مجوزدار 28
مجوزدهی 53
محاسباتی 28
محاسبه 16,16,16,28,28,49,49
محاسن 46
محافظت 15,23,6,6,6
محافظی 11
محبوب 31
محبوبی 21
محبوبیت 18,23,23
محتوای 1,10,11,12,13,14,15,16,17,18,19,2,20,21,22,23,24,25,26,27,28,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,54,55,56,57,58,58,58,59,6,60,7,8,9
محتوایی 54
محتوی 28,28
محتویات 1,10,11,12,13,14,15,16,16,17,18,19,2,20,21,22,23,24,25,26,27,28,28,29,3,30,31,32,33,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,6,6,6,60,7,8,9
محدود 11,24,28,28,28,28,49,54,60,60
محدودتری 53
محدودی 25,35
محدودیت 17
محرمانه 53
محرمیت 17
محروم 53,53
محرک 13,28,28
محسن 27
محسوب 17,18,18,18,28,30,31,31,52,53,53,53,55,8,8
محسوسی 13
محصول 16,18,18,18,23,23,23,23,23,23,23,23,57,57,57
محصولات 15,16,23,25,25,41,46,56,57,57,58
محصولش 57
محققان 11,18,18,18,21,28,28,28,28,57
محققین 28,35
محله 21
محلول 10,23,30,30,30,30,30,30,36,57,7,7,7,9
محلولی 57
محلی 11,11,11,17,17,21,21,21,24,24,25,25,25,26,26,26,28,28,28,28,31,31,31,36,47,47,47,50,50,50,52,52,53,53,54,54,56,56,57,57,6,6
محمد 25,52,52,53,53,53
محمدخان 27
محمدمهدی 10
محمدکریم 21
محمود 53
محور 20,20,53,53
محورهای 11,11
محوری 58,58
محوطهٔ 17,17,34
محول 25,49
محکم 18,30
محیط 10,11,11,11,11,13,15,15,16,17,18,20,25,25,28,30,30,31,33,33,33,38,50,50,50,50,51,51,51,51,51,51,51,53,53,54,54,56,56,56,58,9
محیطی 13,17,18,28,28,28,30,31
مخاط 10,47,57,57
مخاطره 16
مخاطی 10
مخالف 17
مخالفان 38
مخالفت 17
مختار 28
مخترع 8
مختص 30
مختصات 50
مختل 28,28,58
مختلط 58
مختلف 11,12,13,16,17,2,20,20,20,20,21,22,23,24,24,24,28,28,28,28,28,28,28,28,30,35,35,41,42,43,46,46,46,46,53,53,53,53,53,53,56,56,56,56,58
مختلفِ 21
مختلفی 13,22,23,24,28,28,28,28,31,41,46,56,57,59
مخدر 50
مخرج 20
مخروط 18,20
مخزن 1,10,11,12,13,14,15,16,17,17,18,19,2,20,21,22,23,24,25,26,27,28,29,3,30,31,32,33,34,34,34,34,35,36,37,38,39,4,40,41,42,43,44,45,46,47,48,49,5,50,51,52,53,54,55,56,57,58,59,6,60,7,8,9
مخصوص 11,17,18,18,18,18,18,20,23,28,39,46,46,52,53,53,58
مخصوصاً 31
مخصوصی 24
مخفف 18
مخفی 9
مخلوط 24,58,58,58,58,58
مخمر 10
مخمرهایی 9
مداخلات 53,53
مداخله 28,53,53
مدارس 11,18,18,25,25,25,35,35,35,38,52,53
مدارک 18,50
مداوم 28,31,31,46,49,52,56,8
مدتی 18,21,46,54,60
مدرسه 13,21,25,25,25,25,25,25,27,27,31
مدرسهٔ 27,27,27,27
مدرن 15,15,17,17,18,18,18,24,24,26,28,34,52,53,53,53,53,53,53,6,8
مدرک 27,27,35,53,53
مدفوع 17,17,17,17,17,18,18,18,18,18,18,26,26,26,26,34,34,39,39,39,39,39,39,39,39,39,39,44,54,6,6,6,7,7,7,7
مدفوعشان 7
مدفوعِ 26
مدلی 18
مدنی 50,50,50,50,50,50
مدونی 28
مدّنظر 30,30,30
مدیدی 28,28
مدیر 21,25,57
مدیره 52
مدیریت 25,27,28,31,35,35,41,52,52,52,53,58,58,58
مدیکال 15
مذاب 56
مذاهب 24,24
مذهب 24,53
مذهبی 11,18,53
مذکر 28,28
مذکور 23
مراتب 52,9
مراجع 28,53
مراجعت 25,27
مراجعه 28,28,31,31,42,46,46,56,57,9
مراجعین 21
مراحل 11,27,28,28,28,28,28,28,28,42,42,53,53,58,58
مراحلی 28
مراسم 17,21,21,21
مراسمی 21
مراقب 46
مراقبت 11,28,28,3,30,31,46,49,49,52,52,52,52,52,52,53,54,57
مراقبتهای 28
مراقبتی 28,28,49,53
مراقبین 52
مراکز 16,16,17,18,18,3,35,35,35,35,35,35,35,35,49,52,52,52,53,53,53,53,53,57,57,6
مراکزی 35
مربا 24,30
مربع 17,17,56
مربوط 12,15,15,16,18,20,21,21,27,27,28,28,28,28,28,31,35,43,50,51,53,53,53,53,53,57,57,58
مربوطه 28,4
مربیان 35
مرتب 49,49
مرتبا 16
مرتبط 12,13,13,13,17,17,18,18,18,21,25,26,26,27,27,28,28,28,28,28,28,28,28,28,34,34,35,38,38,40,43,5,5,5,50,6,6,7,8
مرتبه 32
مرتعش 18
مرجع 23,28
مرحله 11,11,11,11,26,26,28,28,28,28,42,42,42,53,53,53,53,53,53,57,58
مرحوم 25
مرداب 60
مرداد 60
مردان 17,18,18,18,18,28,28,28,28,28,28,28,31,31,31,31,31,31,31,31,31,31,31,49,49,49,49,49,57,57,57,57,57,57,57,57,6,6,6,6,6
مردانه 18,18,28,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57
مردانی 57
مردد 18
مردم 11,11,11,11,15,15,15,18,18,18,18,21,21,21,22,25,32,43,53,53,56,57,57
مردمِ 18
مردمی 11,28
مرده 14,15,28,32
مردهٔ 32
مرسوم 17,18,20,57
مرطوب 28,33,33,33,58
مرغی 10
مرمر 21
مرور 11,16,28,58,8
مرکب 20,20,20,20,20,20,58
مرکبات 44
مرکز 17,17,25,28,43,43,43,52,53,57
مرکزگریز 10
مرکزی 18,20,25,25,35,35,35,35,60
مرکزیت 53
مرکل 10
مرگبار 28
مرگومیر_کودکان 40
مریخی 60
مریض 53
مریم 49,56
مزاج 12,12,12,15,49,54,7
مزاجی 15
مزاحم 17
مزارع 39,58
مزانتر 7
مزایا 42
مزایای 28,28,57,57,57
مزمن 10,16,16,28,28,31,53,7,9
مزود 34
مزوفیل 58
مزون 25
مزیال 46,46
مزیت 23,28,46
مسأله 16
مسئله 16,17,28,28,28,28,31,42,45,9
مسئلهٔ 27
مسئول 25,25,25,25,28,49
مسئولیت 25,25,25,28,53
مسئولین 25,25,25,25,25
مسائل 16,16,31,31,42,47,49,49,57,57,57,57
مساحت 17
مساعد 9
مسافران 17
مسافرانی 56
مسافرتی 17,18,26,34,6
مساله 11
مساوی 27,28,28,28,28
مسایل 43,49
مسایلی 53
مستحب 11
مستخدم 27
مستراح 17,18
مستراحی 18
مستطاب 24
مستعد 16,16,28,28,28,28
مستعمرات 24
مستعمره 50,50
مستقل 16,20,25,25,25,28,35,50,53
مستقلاً 28
مستقلی 52
مستقیم 14,16,18,19,20,21,21,21,25,28,28,33,35,36,49,53,53,57,57,57,57,58,7,7
مستقیماً 25,39,42,7
مستقیمی 28
مستلزم 49
مستمر 43
مستند 11,12,13,22,24,27,28,30,31,43,47,48,53,55,55,57,60,8,9
مستندسازی 53
مستی 5
مسدود 34,57
مسعود 49,49
مسلم 13
مسلمانان 53
مسلماً 28,28
مسلولین 19
مسمای 24
مسوؤلین 27
مسواک 11,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,46,46,46,46,46,46,46,9,9,9,9
مسواکهای 46,46
مسواکی 41,7
مسوولانه 53
مسوولیت 53
مسکن 11,50,50,50,50
مسکونی 17,17,50,50
مسیح 11,25,28,56,57
مسیر 17,34,43,43,53
مسین 21
مشائی 15
مشابه 11,11,11,16,16,17,17,18,18,18,18,21,21,21,24,24,25,25,26,26,26,28,28,28,28,28,28,28,28,31,31,31,33,35,47,47,47,49,50,50,50,50,52,52,53,53,54,54,56,56,57,57,58,6,6,8
مشابهی 18,23,28
مشارکت 43,43,43,43,53,53
مشارکتی 53
مشاهدات 28
مشاهده 1,10,11,11,11,12,13,13,14,15,15,15,15,15,15,16,16,16,17,17,18,18,2,20,20,20,21,21,21,23,23,24,24,24,25,26,26,26,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,33,33,34,34,36,40,40,41,42,43,43,44,46,47,50,50,50,50,52,52,53,53,53,53,53,53,53,53,53,54,54,55,55,56,57,57,57,57,57,57,58,58,58,59,6,6,7,7,7,8,8
مشاهیر 53,53,8
مشاور 42
مشاوره 15,35,35,35,35,35,35,35,35,42,42,42,42,42,42,42,42,42,42,42,42,53,53,57
مشاوره_ژنتیک 42
مشترک 13,20,25,27,28,28,28,33,53,60,7
مشتریان 18,57
مشتمل 25,28
مشخص 15,16,16,18,18,20,23,28,28,28,28,28,28,28,28,28,28,28,35,46,53,53,53,53,53
مشخصه 11,28,28,40,40
مشخصی 18,18,28,53
مشروبات 10,28
مشروط 28
مشغول 25,35,53,57
مشهد 21,25,25
مشهور 49,50,53
مشورت 46
مشکل 16,17,18,18,18,18,18,28,28,30,30,31,35,39,39,42,46,53,53,57,57,6,8
مشکلات 13,16,16,16,16,16,28,28,28,28,3,3,31,31,31,31,31,31,35,42,43,53,53,53,53,53,53,53,7
مشکلاتی 16,17,17,26,28,28,28,52
مشکوک 46,46
مشکی 21
مصاحبه 53,53,53,53
مصارف 17,58
مصرف 1,1,1,10,10,10,12,13,14,14,14,14,15,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,23,23,23,23,24,24,24,24,24,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,31,31,36,38,41,44,44,44,46,46,5,5,5,5,5,5,5,5,5,5,5,53,53,57,57,57,58,58,58,58,58,6,60,7,7,9,9,9,9,9,9
مصرفِ 18
مصرفی 16,16,16,23,29,58,58
مصری 15,15
مصریان 23,23
مصنوعی 10,18,47,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
مصوب 28,30,35,43,59,8
مصوبات 35
مصوبه 25,25,49
مصوّب 28,43,44,44,44
مضاعف 52
مضرات 28
مطابق 18
مطابقت 1
مطالب 16,26,27,3,41,43,47,48,56
مطالبات 25,25
مطالبی 56
مطالعات 10,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,33,49,49,56
مطالعاتی 28,28
مطالعه 15,15,15,23,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,31,53
مطالعهٔ 35,35
مطبوع 36,9
مطرح 11,16,27,28,28,28,28,28,30,43,43,49,52,53,53,53,53,53
مطلب 28
مطلع 16,42
مطلوب 16,18,28,53,58
مطمئنید 46
مظاهر 6
معابر 56
معادل 15,15,17,18,31
معادله 58
معادن 11
معاصر 15,21,53,53
معالجه 25
معاون 25
معاونت 25,53
معایب 57,57
معاینات 35
معاینه 53,53,53,53,53,53,53,53,53,53,53
معبر 6
معتادان 43,43
معتبر 17,28,28,28,28,28,28,31,39,46,46,49,49,49,49,49,56,56,56,57,57,57
معتدل 16,16
معتقد 16,16,52
معتقدند 57
معدنی 16,16,23,31,32,32,32,32,32,32,32,56,56,56,56,56,56,56,56
معده 14,16,32,33,58,7,7,7
معدودی 27
معرض 13,28,28,28,28,28,28,31,36,53
معرفی 10,15,18,23,28,31,33,53,57
معروف 13,15,18,21,21,21,28,32,42,53,57,8,8
معضل 15,9
معطر 11,9
معلمین 35
معلول 18,43,43
معلولان 18,43,43,43,43,43,8
معلولی 28,28
معلولیت 35,43
معلولین 3,3,3,3,3,35,43
معلولینی 3,3
معماری 17,17,18,18,21,21
معمول 18,20,28,28,28,30,33,54,9
معمولا 25
معمولاً 10,17,18,20,21,21,21,21,21,21,21,22,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,29,3,3,30,31,31,31,47,49,51,51,51,51,53,53,53,53,53,53,53,53,53,53,53,57,57,57,57,57,57,57,59,6,6,7,7,7,7,9,9
معمولی 18,28,41,46,8
معنا 22
معنای 11,11,15,15,19,22,22,22,23,28,28,4,58
معنوی 11,31,31
معنویت 31
معنی 15,15,15,15,15,18,28,30,31,41,53,58
معولیتی 35
معکوس 20
معیار 28,53
معیارهای 28,28,28,28,42
معیارهایی 53
معینی 16,16,20,28,28
معیوب 16,28
مغان 53
مغبنی 7,7
مغذی 16,16,16,16,28,28,28,28,28,28,28,58,58
مغزی 13,28,28,28,28,28,28,31
مفاصل 15,17,33
مفرد 12,12,12
مفرط 28,7
مفصل 27,27,44,53,8
مفصلی 8
مفهوم 11,11,11,16,16,31,41
مفید 10,16,23,28,28,28,28,28,58,58,9,9,9
مفیدی 28
مقابل 11,11,11,11,21,28,28,30,46,52,59
مقابله 10,18,18,2,2,25,28,28,53
مقادیر 28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,53
مقاربت 57,57,57
مقاربتی 57,57,57,57
مقاصد 15,33,56
مقاطع 25,25,25,52,53
مقالات 28,50,50,54,54
مقاله 12,16,16,16,16,27,27,30,32,39,39,41,41,46,46,46,46,54
مقالهٔ 18,18
مقام 25,47,56,57
مقامات 23
مقامی 25,25
مقاوم 1,17,18,21,28,28,46,8,8
مقاومت 21,28,28,28,28,28,28,28,28,28,28,28,28,28,32,6,8
مقاومی 8
مقایسه 18,18,25,25,28,28,28,53,57
مقدار 14,15,18,18,28,28,28,28,28,28,28,4,49,52,53,58,7,9
مقداری 28,30,39,52
مقدس 15,15,15,15
مقدم 53
مقدماتی 15,28,32,35
مقررات 50,53
مقطع 25,27,27,35,35,35,35,52
مقعد 17,17,17,18,18,18,18,26,34,57,6,7,7
مقعدشناسان 18
مقوله 31
ملأعام 11
ملات 41
ملاس 28
ملاطی 21
ملایم 39
ملایمت 9
ملحقات 21
ملزومات 31
ملکزاده 33
مملو 28
ممنوع 18,21,23,27,30,53,53,57
ممنوعیتی 23
ممکن 10,10,11,15,15,16,16,17,17,18,18,18,18,18,18,18,18,20,20,20,22,23,24,24,26,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,3,31,41,46,47,48,53,53,53,53,53,53,53,53,53,53,53,53,57,57,57,58,6,6,7,7,7,7,7,7,7,8,9,9,9
منابع 1,1,1,10,11,13,14,15,16,16,16,16,17,24,24,26,28,28,28,28,28,28,28,28,28,28,3,31,33,39,43,44,45,46,46,47,48,49,49,49,49,49,52,52,53,53,53,53,53,53,53,56,56,56,57,57,57,59,60,60,7
منازل 17,56
مناسب 1,11,11,11,15,16,17,17,17,17,17,17,17,17,17,28,28,28,28,28,28,28,28,28,28,30,31,35,42,43,46,46,46,53,53,54,57,57,57,57,58,58,6
مناسبی 1,1,16,17,25,31,57,8
مناطق 1,10,17,17,18,18,18,28,32,50,53,53,53,53,57
مناطقی 18,28
منافذ 11,20,30,30,57
منافذی 20
منافع 43,49,49
مناقشه 53
منبع 1,1,16,16,16,17,17,17,18,18,18,18,18,18,18,23,23,23,26,28,3,33,33,47,48,52,52,52,53,8,8,8,9
منبعی 11
منتریه 7
منتزع 25
منتشر 27,28,28,53,7
منتفع 49
منتفی 52
منتقل 11,21,25,31,33,7
منجر 11,15,15,16,18,18,23,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,44,46,46,5,5,51,53,53,53,53,53,53,53,7,7,9
منحصر 8
منحنی 16
مندلی 44
منزل 31,49,49,49,49
منسوخ 49
منشأ 11,24,24,25,53,9,9,9,9
منشاءهای 24
منشعب 11,53
منطبق 28
منطق 15
منطقه 18,32,56,60
منطقی 15,53
منظر 31
منظم 11,15,18,21,28,28,28,28,28,28,31,31,49,9
منظور 11,11,16,17,19,21,23,23,24,28,28,31,31,34,35,35,41,43,43,51,53,53,9
منعکس 49
منفعت 53
منفی 1,31,31,31
منقبض 6
منقوش 15
منوچهر 49,49
مهاجر 57
مهار 33,58
مهارت 11,15,35,49,52
مهارتهای 52
مهارنشده 13
مهاری 26
مهجور 21
مهدی 21
مهدیزاده 56
مهرماه 27
مهره 44
مهرهایی 15
مهرهشکاف 44
مهریار 40
مهلک 14,25
مهم 31
مهمان 17
مهمانان 49
مهمتر 57
مهمی 18,25,25,25,28,28,48,53,8
مهندسان 24,24
مهندسی 11,16,16,53,53,53
موئی 41,41
مواجه 52,53,53
مواد 1,10,11,11,11,11,13,13,15,15,16,16,16,16,16,16,16,16,16,16,16,16,17,17,18,20,20,20,20,21,21,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,25,25,25,25,25,25,26,27,28,28,28,28,29,30,30,30,30,30,30,30,30,30,30,30,31,31,32,33,34,39,39,40,41,41,43,43,44,46,47,5,5,5,5,5,5,5,50,50,51,53,56,56,56,56,56,57,57,57,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,60,60,60,7,7,7,7,7,7,9,9,9,9,9
موادآلی 58,58
موادغذائی 46
موادی 28,28,30,30,58,58,58,8
موارد 11,11,12,17,17,18,23,23,23,28,28,28,28,28,28,28,28,31,31,42,42,44,45,51,53,53,53,56,57,57,57,60,7,7,7,7,7,8,9
مواردی 23,28,28,28,28,28,28,28,31,49,51,57,57,57
موازی 58,8
موافق 18
موافقت 25,25
مواقع 1,18,33
مواقعی 1
موبایل 8
موتد 60
موتور 8,8
موتوری 41
موثر 30,33
موجب 10,11,11,11,14,16,16,16,16,16,16,2,24,24,25,28,28,28,28,43,43,49,53,54,57,57,60,7,9
موجود 1,10,10,11,12,12,16,17,17,18,18,18,18,21,21,23,23,23,23,24,25,26,27,28,28,28,28,28,28,28,30,30,31,32,33,39,42,43,46,47,48,50,51,52,53,53,54,54,56,56,56,56,57,57,58,58,58,58,6,7,8,9,9
موجودات 30,31,39,6
موجوداتی 20
موجودند 46
موجودی 39
موذی 58
مورخ 15
مورد 10,11,11,11,11,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,17,17,17,18,18,18,18,18,18,20,20,20,20,22,23,23,23,24,25,25,25,25,25,25,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,30,30,31,31,31,31,33,33,38,39,39,42,43,47,49,51,51,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,55,57,57,57,57,58,58,58,58,58,6,7,9,9
